Incident Date,State,City Or County,Address,Killed,Injured,Operations
14-Dec-15,Illinois,Lovejoy (Brooklyn),307 Jefferson St,1,3,N/A
13-Dec-15,California,Los Angeles,5550 S. Flower Street,1,3,N/A
13-Dec-15,California,Huntington Beach,17000 block of Keelson Lane,0,4,N/A
12-Dec-15,Georgia,Savannah,Whitaker Street,0,4,N/A
11-Dec-15,Maryland,Baltimore,5100 block of Park Heights Avenue,1,3,N/A
11-Dec-15,Pennsylvania,Pittsburgh (Mount Oliver),200 block of  Brownsville Road,0,4,N/A
8-Dec-15,Ohio,Cincinnati (Fairmount),2300 block of Baltimore Avenue,1,3,N/A
6-Dec-15,Louisiana,Raceland,Market Street,1,3,N/A
6-Dec-15,Nebraska,Omaha,North 108th Street and Military Road,2,3,N/A
2-Dec-15,California,San Bernardino,1365 South Waterman Avenue,16,19,N/A
2-Dec-15,Georgia,Savannah,100 block of West 33rd Street,1,3,N/A
29-Nov-15,Illinois,Kankakee,648 E. Court St,0,5,N/A
27-Nov-15,Colorado,Colorado Springs,3480 Centennial Blvd,3,9,N/A
27-Nov-15,California,Sacramento,7900 block of Florin Road,2,2,N/A
24-Nov-15,South Carolina,Horry (county),1321 Colletta Court,0,4,N/A
23-Nov-15,Ohio,Columbus,90 block of S. Terrace Avenue,4,1,N/A
23-Nov-15,Minnesota,Minneapolis,Morgan Avenue North,0,5,N/A
22-Nov-15,Texas,Brownsville,1800 block of FM 802,0,4,N/A
22-Nov-15,Washington,Seattle,Broadway and Pike,0,4,N/A
22-Nov-15,New York,Newburgh,203 Broadway,0,5,N/A
22-Nov-15,South Carolina,North Charleston,Park Circle,1,3,N/A
22-Nov-15,Illinois,Chicago,4100 block of West Roosevelt,0,4,N/A
22-Nov-15,Louisiana,New Orleans,1900 block of Gallier Street,0,17,N/A
21-Nov-15,Maryland,Baltimore,Stricker and School,1,3,N/A
20-Nov-15,Pennsylvania,Pittsburgh,Prospect Drive,1,3,N/A
18-Nov-15,California,Fresno,California Avenue and Martin Luther King Jr. Boulevard,0,5,N/A
16-Nov-15,Alabama,Cherokee (county),1400 block of County Road 664,3,1,N/A
15-Nov-15,Pennsylvania,Philadelphia,5600 block of Blakemore Street,0,4,N/A
15-Nov-15,Texas,Tennessee Colony,800 block of County Road 2217,5,0,N/A
14-Nov-15,Pennsylvania,Johnstown,1159 Main St,0,4,N/A
13-Nov-15,Florida,Jacksonville,1300 block of South Shirley Oaks Drive,4,1,N/A
9-Nov-15,Indiana,Indianapolis,400 block of North Beville Ave,2,2,N/A
8-Nov-15,Iowa,Des Moines,4397 NW 6th Drive,1,3,N/A
8-Nov-15,Michigan,Warren,13859 8 Mile Road,0,4,N/A
7-Nov-15,Colorado,Denver,Bayaud and Bannock,1,3,N/A
6-Nov-15,California,Bakersfield,1000 block of Feliz Drive,0,4,N/A
3-Nov-15,Florida,Jacksonville,Ella Street and Kings Road,2,3,N/A
2-Nov-15,South Carolina,Pendleton,2217 Refuge Road,4,0,N/A
28-Oct-15,Louisiana,Houma,400 block of Morgan Street,1,3,N/A
27-Oct-15,Texas,Fort Worth,1700 block of Southcrest Drive,0,5,N/A
26-Oct-15,Indiana,Evansville,711 E Virginia St,0,5,N/A
25-Oct-15,North Carolina,Four Oaks,2339 Stricklands Crossroads Road,0,5,N/A
25-Oct-15,Arizona,Phoenix,Seventh Street and Broadway,1,4,N/A
25-Oct-15,District of Columbia,Washington,4300 block of Wheeler Road SE,0,5,N/A
24-Oct-15,South Carolina,Bamberg,682 Dixie Ave.,0,4,N/A
22-Oct-15,Tennessee,Nashville,3500 John A. Merritt Boulevard,1,3,N/A
19-Oct-15,Illinois,Calumet City,300 Campbell Avenue,0,6,N/A
18-Oct-15,Louisiana,New Orleans,2600 block of Caffin Avenue,0,4,N/A
17-Oct-15,Florida,Fort Myers,2224 First St,1,4,N/A
17-Oct-15,Indiana,Elkhart,160 Easy Shopping Place,0,4,N/A
12-Oct-15,Georgia,Decatur,4731 Glenwood Road,0,4,N/A
10-Oct-15,Tennessee,Memphis,6135 Mount Moriah Road,0,6,N/A
10-Oct-15,North Carolina,Charlotte,1900 block of West Boulevard,0,4,N/A
10-Oct-15,Illinois,Peoria,2405 North Flora,1,3,N/A
9-Oct-15,Arizona,Flagstaff,216 E Mountain View Drive,1,3,N/A
6-Oct-15,Maryland,Baltimore,300 block of North Payson Street,0,5,N/A
2-Oct-15,Maryland,Baltimore,5400 Reisterstown Road,1,4,N/A
1-Oct-15,Oregon,Roseburg,1140 Umpqua College Rd,10,9,N/A
28-Sep-15,Ohio,Cincinnati (Evanston),1800 block of Hewitt Avenue,0,5,N/A
28-Sep-15,Illinois,Chicago,300 block of West 42nd Street,3,2,N/A
28-Sep-15,Illinois,Chicago,5300 block of South Aberdeen Street,2,3,N/A
28-Sep-15,Ohio,Dayton,1921 Oakridge,0,4,N/A
27-Sep-15,Georgia,Greenville,1140 Hill Haven Road,0,10,N/A
27-Sep-15,Illinois,Chicago,5200 block of South Justine,0,4,N/A
27-Sep-15,Missouri,Kansas City,1700 E. 18th St.,0,4,N/A
25-Sep-15,Illinois,Danville,1300 block of May Street,0,4,N/A
24-Sep-15,Illinois,Chicago,5100 block of South Morgan Street,0,5,N/A
23-Sep-15,Louisiana,Shreveport,2900 block of Peach Street,0,5,N/A
23-Sep-15,Florida,Fort Myers,Dale Street and Veronica S. Shoemaker Boulevard,0,4,N/A
23-Sep-15,Georgia,Norcross,1300 block of Reddington Lane,1,3,N/A
20-Sep-15,Pennsylvania,Philadelphia,900 block of Pratt Street,1,3,N/A
20-Sep-15,Illinois,Chicago,5700 block of South LaSalle,1,5,N/A
20-Sep-15,Oklahoma,Tulsa,Pine and Yale,0,6,N/A
19-Sep-15,Indiana,Indianapolis,3900 block of Graceland Avenue,1,3,N/A
17-Sep-15,South Dakota,Geddes,36705 379th Street,6,0,N/A
17-Sep-15,Michigan,Albion,500 block of W. Broadwell Street,0,4,N/A
15-Sep-15,New Jersey,Newark,Irvine Turner Boulevard and West Kinney Street,0,4,N/A
13-Sep-15,Florida,Ocala,1910 South Pine Avenue,1,5,N/A
12-Sep-15,Louisiana,Shreveport,1500 block of Clanton Street,0,4,N/A
12-Sep-15,New York,Rochester,36 Woodward Street,2,4,N/A
12-Sep-15,Minnesota,Minneapolis,1st Ave. and N. 5th St.,0,6,N/A
12-Sep-15,Minnesota,Minneapolis,1200 block of 22nd Ave. N.,1,3,N/A
11-Sep-15,North Carolina,Charlotte,1000 North Carolina Music Factory Blvd.,0,5,N/A
10-Sep-15,Minnesota,Excelsior (Greenwood),Channel Drive,5,0,N/A
8-Sep-15,Georgia,Berlin,N/A,0,4,N/A
8-Sep-15,Illinois,Chicago,56th and Green,0,4,N/A
7-Sep-15,Indiana,Gary,9300 block of Sunrise,2,4,N/A
7-Sep-15,Colorado,Denver,1909 Blake Street,0,4,N/A
5-Sep-15,North Carolina,Charlotte,6800 block of Fieldvale Place,1,3,N/A
5-Sep-15,Florida,Daytona Beach,300 block of Pearl Street,0,4,N/A
5-Sep-15,Nevada,Las Vegas,5000 block of Hollywood Boulevard,1,3,N/A
5-Sep-15,Missouri,Columbia,1509 Ashley Street,0,4,N/A
30-Aug-15,Tennessee,Memphis,3300 block of Sobota Circle,1,4,N/A
29-Aug-15,Tennessee,Bristol,618 Henson Road,3,2,N/A
29-Aug-15,Texas,Tyler,638 ENE Loop 323,1,3,N/A
28-Aug-15,New York,Brooklyn,589 Flatbush Avenue,1,3,N/A
27-Aug-15,California,Salinas,928 Blanco Circle,2,2,N/A
26-Aug-15,Illinois,Chicago,3025 W. Van Buren Ave,2,2,N/A
26-Aug-15,Minnesota,Minneapolis (Brooklyn Center),5000 block of Drew Avenue North,0,4,N/A
26-Aug-15,Florida,West Palm Beach,800 block of 19th Street,2,2,N/A
25-Aug-15,Louisiana,New Orleans,Fern Street and Olive Street,1,3,N/A
23-Aug-15,California,Modesto,1100 block of Kansas Avenue,1,7,N/A
22-Aug-15,Florida,Orlando (Pine Hills),State Road 408,0,4,N/A
22-Aug-15,New Mexico,Roswell,302 East Reed Street,3,1,N/A
21-Aug-15,North Carolina,Durham,2700 block of Hinson Drive,0,8,N/A
21-Aug-15,Ohio,Cincinnati,Mathis and Prentice,2,5,N/A
20-Aug-15,Texas,Grulla (La Grulla),FM 2360,2,2,N/A
19-Aug-15,New York,Rochester,500 Genesee Street,3,4,N/A
16-Aug-15,Texas,Fort Worth,3651 Sycamore School Rd,0,6,N/A
16-Aug-15,Illinois,Chicago,5400 block of West Division Street,0,4,N/A
16-Aug-15,South Carolina,Bennettsville,Highway 38N,0,5,N/A
15-Aug-15,Pennsylvania,Pittsburgh,West Prospect Avenue,1,3,N/A
15-Aug-15,California,Los Angeles,57th Street and South Normandie Avenue,0,4,N/A
15-Aug-15,South Carolina,Orangeburg,2868 Bamberg Road,1,3,N/A
10-Aug-15,California,Long Beach,1700 block of East 10th Street,0,4,N/A
9-Aug-15,Mississippi,Forest,Poplar Street,1,3,N/A
9-Aug-15,Michigan,Detroit,15200 block of Hazelridge,1,3,N/A
9-Aug-15,Missouri,Kansas City,40th Street and Pennsylvania Avenue,0,4,N/A
8-Aug-15,North Carolina,Gastonia,4908 Greenwood Drive,2,3,N/A
8-Aug-15,Arkansas,Blytheville,833 Anderson Street,1,11,N/A
8-Aug-15,Texas,Houston,2211 Falling Oaks,8,0,N/A
7-Aug-15,Vermont,Barre (Berlin),3182 Airport Road,4,0,N/A
6-Aug-15,South Carolina,Columbia,1505 Garden Plaza,0,4,N/A
4-Aug-15,Missouri,Saint Louis,2500 block of Semple,1,4,N/A
3-Aug-15,New York,Brooklyn,98 Dwight Street,0,5,N/A
2-Aug-15,New York,Brooklyn,Stanley Avenue and Crescent Street,0,9,N/A
2-Aug-15,Maryland,Baltimore,2700 block of Garrison Avenue,0,7,N/A
2-Aug-15,Illinois,Chicago,4800 block of West Kamerling Avenue,1,4,N/A
2-Aug-15,Georgia,Savannah,Barnard Street,0,5,N/A
2-Aug-15,Illinois,Chicago,6700 block of South Winchester Avenue,0,4,N/A
1-Aug-15,Florida,Orlando,5801 Shenandoah Way,0,4,N/A
30-Jul-15,Pennsylvania,Pittsburgh,Brushton Avenue,0,4,N/A
27-Jul-15,Illinois,Rockford,900 block of Kent Street,0,5,N/A
26-Jul-15,Missouri,Kansas City,Thompson and Colorado,2,3,N/A
26-Jul-15,Louisiana,New Orleans,Piety and Treasure street,0,4,N/A
25-Jul-15,Virginia,Hopewell,500 block of N. 7th Ave,0,4,N/A
24-Jul-15,Pennsylvania,Erie,200 block of West 29th Street,2,4,N/A
23-Jul-15,Louisiana,Lafayette,3141 Johnson Street,3,9,N/A
22-Jul-15,Georgia,Suwanee,5500 block of Old Atlanta Road,5,0,N/A
21-Jul-15,Florida,Miami Gardens,Northwest 25th Avenue and Miami Gardens Drive,1,3,N/A
